	sample_id	prompt_source	position_source	prompt_target	position_target	baseline_hop2	baseline_hop3	baseline_multihop3	hop1	hop2	hop3	generations_baseline_hop2	is_correct_baseline_hop2	generations_baseline_hop3	is_correct_baseline_hop3	generations_baseline_multihop3	is_correct_baseline_multihop3	layer_source	layer_target	generations_patched	is_correct_patched	hidden_rep	object_int	predicted_int	predicted	is_correct_probe
816	35	WebP Lossless was created by	-1	Who is the current CEO of {}	-1	WebP Lossless was created by	Who is the current CEO of Google	Who is the current CEO of the company that created WebP Lossless	WebP Lossless	Google	Sundar Pichai	Google in  2 0 1 3 as a new image format that uses advanced compression algorithms to reduce the	True	"? 
 
 a ) Sund ar P ich ai 
 b ) Larry Page 
 c ) Eric Schmidt"	True	"Image Format ? 
 
 As of  2 0 2 1 , the CE O of the company that"	False	10	9	['the' 'company' '?' '\n' '\n' 'a' '.' 'John' 'Smith' '\n']	False	[ 0.309   -0.576    0.291   ... -0.3662  -0.2439   0.01172]	173	173	Sundar Pichai	True
819	29	Macbook Pro was created by	-1	Who is the current CEO of {}	-1	Macbook Pro was created by	Who is the current CEO of Apple	Who is the current CEO of the company that created Macbook Pro	Macbook Pro	Apple	Tim Cook	Apple to be a high - per formance laptop that can handle heavy - d ut y tasks such as	True	"? 
 
 a ) Tim Cook 
 b ) Steve Job s 
 c ) Mark Z ucker berg"	True	"? 
 
 As of  2 0 2 1 , the CE O of Apple Inc . is Tim"	False	20	16	['Apple' '?' '\n' '\n' 'A' '.' 'Tim' 'Cook' '\n' 'B']	True	[ 1.128    0.02869  0.8154  ...  1.369    0.9434  -1.53   ]	181	181	Tim Cook	True
824	29	Macbook Pro was created by	-1	Who is the current CEO of {}	-1	Macbook Pro was created by	Who is the current CEO of Apple	Who is the current CEO of the company that created Macbook Pro	Macbook Pro	Apple	Tim Cook	Apple to be a high - per formance laptop that can handle heavy - d ut y tasks such as	True	"? 
 
 a ) Tim Cook 
 b ) Steve Job s 
 c ) Mark Z ucker berg"	True	"? 
 
 As of  2 0 2 1 , the CE O of Apple Inc . is Tim"	False	5	6	['the' 'company' '?' '\n' '\n' 'A' '.' 'John' 'Smith' '\n']	False	[ 0.1726  -0.1154   0.1432  ... -0.03506 -0.05328  0.2474 ]	181	181	Tim Cook	True
875	35	WebP Lossless was created by	-1	Who is the current CEO of {}	-1	WebP Lossless was created by	Who is the current CEO of Google	Who is the current CEO of the company that created WebP Lossless	WebP Lossless	Google	Sundar Pichai	Google in  2 0 1 3 as a new image format that uses advanced compression algorithms to reduce the	True	"? 
 
 a ) Sund ar P ich ai 
 b ) Larry Page 
 c ) Eric Schmidt"	True	"Image Format ? 
 
 As of  2 0 2 1 , the CE O of the company that"	False	10	30	['\n' '\n' 'Answer' ':' 'The' 'current' 'CE' 'O' 'of' 'Apple']	False	[ 0.309   -0.576    0.291   ... -0.3662  -0.2439   0.01172]	173	173	Sundar Pichai	True
877	35	WebP Lossless was created by	-1	Who is the current CEO of {}	-1	WebP Lossless was created by	Who is the current CEO of Google	Who is the current CEO of the company that created WebP Lossless	WebP Lossless	Google	Sundar Pichai	Google in  2 0 1 3 as a new image format that uses advanced compression algorithms to reduce the	True	"? 
 
 a ) Sund ar P ich ai 
 b ) Larry Page 
 c ) Eric Schmidt"	True	"Image Format ? 
 
 As of  2 0 2 1 , the CE O of the company that"	False	4	10	['the' 'company' '?' '\n' '\n' 'a' '.' 'John' 'Smith' '\n']	False	[ 0.1118  -0.2438   0.1704  ... -0.02893  0.02753  0.02728]	173	173	Sundar Pichai	True
882	29	Macbook Pro was created by	-1	Who is the current CEO of {}	-1	Macbook Pro was created by	Who is the current CEO of Apple	Who is the current CEO of the company that created Macbook Pro	Macbook Pro	Apple	Tim Cook	Apple to be a high - per formance laptop that can handle heavy - d ut y tasks such as	True	"? 
 
 a ) Tim Cook 
 b ) Steve Job s 
 c ) Mark Z ucker berg"	True	"? 
 
 As of  2 0 2 1 , the CE O of Apple Inc . is Tim"	False	30	15	['Apple' '?' '\n' '\n' 'A' '.' 'Tim' 'Cook' '\n' 'B']	True	[ 2.67    1.17   -0.6123 ...  1.58   -0.7344 -2.635 ]	181	162	Satya Nadella	False
891	35	WebP Lossless was created by	-1	Who is the current CEO of {}	-1	WebP Lossless was created by	Who is the current CEO of Google	Who is the current CEO of the company that created WebP Lossless	WebP Lossless	Google	Sundar Pichai	Google in  2 0 1 3 as a new image format that uses advanced compression algorithms to reduce the	True	"? 
 
 a ) Sund ar P ich ai 
 b ) Larry Page 
 c ) Eric Schmidt"	True	"Image Format ? 
 
 As of  2 0 2 1 , the CE O of the company that"	False	28	21	['the' 'company' '?' '\n' '\n' 'a' '.' 'John' 'Smith' '\n']	False	[ 0.2432 -1.068   0.1882 ... -1.595  -3.451  -0.795 ]	173	173	Sundar Pichai	True
906	35	WebP Lossless was created by	-1	Who is the current CEO of {}	-1	WebP Lossless was created by	Who is the current CEO of Google	Who is the current CEO of the company that created WebP Lossless	WebP Lossless	Google	Sundar Pichai	Google in  2 0 1 3 as a new image format that uses advanced compression algorithms to reduce the	True	"? 
 
 a ) Sund ar P ich ai 
 b ) Larry Page 
 c ) Eric Schmidt"	True	"Image Format ? 
 
 As of  2 0 2 1 , the CE O of the company that"	False	14	3	['the' 'company' '?' '\n' '\n' 'A' '.' 'John' 'Smith' '\n']	False	[ 0.4702  -0.4592  -0.02222 ... -0.08466  0.3816  -0.514  ]	173	173	Sundar Pichai	True
913	29	Macbook Pro was created by	-1	Who is the current CEO of {}	-1	Macbook Pro was created by	Who is the current CEO of Apple	Who is the current CEO of the company that created Macbook Pro	Macbook Pro	Apple	Tim Cook	Apple to be a high - per formance laptop that can handle heavy - d ut y tasks such as	True	"? 
 
 a ) Tim Cook 
 b ) Steve Job s 
 c ) Mark Z ucker berg"	True	"? 
 
 As of  2 0 2 1 , the CE O of Apple Inc . is Tim"	False	10	12	['the' 'company' '?' '\n' '\n' 'a' '.' 'John' 'Smith' '\n']	False	[ 0.1768   -0.705     0.4055   ... -0.2474   -0.003052  0.1658  ]	181	181	Tim Cook	True
929	35	WebP Lossless was created by	-1	Who is the current CEO of {}	-1	WebP Lossless was created by	Who is the current CEO of Google	Who is the current CEO of the company that created WebP Lossless	WebP Lossless	Google	Sundar Pichai	Google in  2 0 1 3 as a new image format that uses advanced compression algorithms to reduce the	True	"? 
 
 a ) Sund ar P ich ai 
 b ) Larry Page 
 c ) Eric Schmidt"	True	"Image Format ? 
 
 As of  2 0 2 1 , the CE O of the company that"	False	7	10	['the' 'company' '?' '\n' '\n' 'a' '.' 'John' 'Smith' '\n']	False	[-0.0575   -0.5117    0.005005 ... -0.1611   -0.2207    0.0473  ]	173	173	Sundar Pichai	True
939	29	Macbook Pro was created by	-1	Who is the current CEO of {}	-1	Macbook Pro was created by	Who is the current CEO of Apple	Who is the current CEO of the company that created Macbook Pro	Macbook Pro	Apple	Tim Cook	Apple to be a high - per formance laptop that can handle heavy - d ut y tasks such as	True	"? 
 
 a ) Tim Cook 
 b ) Steve Job s 
 c ) Mark Z ucker berg"	True	"? 
 
 As of  2 0 2 1 , the CE O of Apple Inc . is Tim"	False	12	18	['the' 'company' '?' '\n' '\n' 'a' '.' 'John' 'Smith' '\n']	False	[ 0.3093  -0.259    0.1874  ... -0.2695   0.00842 -0.2617 ]	181	181	Tim Cook	True
971	29	Macbook Pro was created by	-1	Who is the current CEO of {}	-1	Macbook Pro was created by	Who is the current CEO of Apple	Who is the current CEO of the company that created Macbook Pro	Macbook Pro	Apple	Tim Cook	Apple to be a high - per formance laptop that can handle heavy - d ut y tasks such as	True	"? 
 
 a ) Tim Cook 
 b ) Steve Job s 
 c ) Mark Z ucker berg"	True	"? 
 
 As of  2 0 2 1 , the CE O of Apple Inc . is Tim"	False	19	10	['Apple' '?' '\n' '\n' 'A' '.' 'Tim' 'Cook' '\n' 'B']	True	[ 1.276   0.2085  0.4927 ...  1.274   0.6646 -1.189 ]	181	181	Tim Cook	True
981	35	WebP Lossless was created by	-1	Who is the current CEO of {}	-1	WebP Lossless was created by	Who is the current CEO of Google	Who is the current CEO of the company that created WebP Lossless	WebP Lossless	Google	Sundar Pichai	Google in  2 0 1 3 as a new image format that uses advanced compression algorithms to reduce the	True	"? 
 
 a ) Sund ar P ich ai 
 b ) Larry Page 
 c ) Eric Schmidt"	True	"Image Format ? 
 
 As of  2 0 2 1 , the CE O of the company that"	False	16	0	['the' 'company' '?' '\n' '\n' 'Answer' ':' '\n' '\n' 'The']	False	[ 0.9194  -0.2932   0.3596  ... -0.01807 -0.02026 -0.4668 ]	173	173	Sundar Pichai	True
983	29	Macbook Pro was created by	-1	Who is the current CEO of {}	-1	Macbook Pro was created by	Who is the current CEO of Apple	Who is the current CEO of the company that created Macbook Pro	Macbook Pro	Apple	Tim Cook	Apple to be a high - per formance laptop that can handle heavy - d ut y tasks such as	True	"? 
 
 a ) Tim Cook 
 b ) Steve Job s 
 c ) Mark Z ucker berg"	True	"? 
 
 As of  2 0 2 1 , the CE O of Apple Inc . is Tim"	False	18	22	['the' 'company' '?' '\n' '\n' 'a' '.' 'John' 'Smith' '\n']	False	[ 1.232   0.5356  0.201  ...  1.455   0.5225 -0.921 ]	181	181	Tim Cook	True
999	29	Macbook Pro was created by	-1	Who is the current CEO of {}	-1	Macbook Pro was created by	Who is the current CEO of Apple	Who is the current CEO of the company that created Macbook Pro	Macbook Pro	Apple	Tim Cook	Apple to be a high - per formance laptop that can handle heavy - d ut y tasks such as	True	"? 
 
 a ) Tim Cook 
 b ) Steve Job s 
 c ) Mark Z ucker berg"	True	"? 
 
 As of  2 0 2 1 , the CE O of Apple Inc . is Tim"	False	28	18	['Apple' '?' '\n' '\n' 'A' '.' 'Tim' 'Cook' '\n' 'B']	True	[ 1.379   0.8037  0.7876 ...  1.221   0.1821 -2.318 ]	181	181	Tim Cook	True
1005	29	Macbook Pro was created by	-1	Who is the current CEO of {}	-1	Macbook Pro was created by	Who is the current CEO of Apple	Who is the current CEO of the company that created Macbook Pro	Macbook Pro	Apple	Tim Cook	Apple to be a high - per formance laptop that can handle heavy - d ut y tasks such as	True	"? 
 
 a ) Tim Cook 
 b ) Steve Job s 
 c ) Mark Z ucker berg"	True	"? 
 
 As of  2 0 2 1 , the CE O of Apple Inc . is Tim"	False	2	13	['the' 'company' '?' '\n' '\n' 'A' '.' 'John' 'Smith' '\n']	False	[ 0.0681   0.02866  0.09247 ... -0.0829   0.08    -0.01528]	181	181	Tim Cook	True
1057	35	WebP Lossless was created by	-1	Who is the current CEO of {}	-1	WebP Lossless was created by	Who is the current CEO of Google	Who is the current CEO of the company that created WebP Lossless	WebP Lossless	Google	Sundar Pichai	Google in  2 0 1 3 as a new image format that uses advanced compression algorithms to reduce the	True	"? 
 
 a ) Sund ar P ich ai 
 b ) Larry Page 
 c ) Eric Schmidt"	True	"Image Format ? 
 
 As of  2 0 2 1 , the CE O of the company that"	False	4	25	['</s>' '<s>' '<s>' '<s>' '<s>' '<s>' '<s>' '<s>' '<s>' '<s>']	False	[ 0.1118  -0.2438   0.1704  ... -0.02893  0.02753  0.02728]	173	173	Sundar Pichai	True
1081	29	Macbook Pro was created by	-1	Who is the current CEO of {}	-1	Macbook Pro was created by	Who is the current CEO of Apple	Who is the current CEO of the company that created Macbook Pro	Macbook Pro	Apple	Tim Cook	Apple to be a high - per formance laptop that can handle heavy - d ut y tasks such as	True	"? 
 
 a ) Tim Cook 
 b ) Steve Job s 
 c ) Mark Z ucker berg"	True	"? 
 
 As of  2 0 2 1 , the CE O of Apple Inc . is Tim"	False	30	0	['Apple' '?' '\n' 'The' 'current' 'CE' 'O' 'of' 'Apple' 'is']	False	[ 2.672   1.168  -0.616  ...  1.568  -0.7314 -2.635 ]	181	162	Satya Nadella	False
1127	29	Macbook Pro was created by	-1	Who is the current CEO of {}	-1	Macbook Pro was created by	Who is the current CEO of Apple	Who is the current CEO of the company that created Macbook Pro	Macbook Pro	Apple	Tim Cook	Apple to be a high - per formance laptop that can handle heavy - d ut y tasks such as	True	"? 
 
 a ) Tim Cook 
 b ) Steve Job s 
 c ) Mark Z ucker berg"	True	"? 
 
 As of  2 0 2 1 , the CE O of Apple Inc . is Tim"	False	11	21	['one' 'of' 'the' 'largest' 'companies' 'in' 'the' 'world' '?' '\n']	False	[ 0.1063  -0.537    0.1333  ... -0.1763   0.2703   0.00586]	181	181	Tim Cook	True
1142	29	Macbook Pro was created by	-1	Who is the current CEO of {}	-1	Macbook Pro was created by	Who is the current CEO of Apple	Who is the current CEO of the company that created Macbook Pro	Macbook Pro	Apple	Tim Cook	Apple to be a high - per formance laptop that can handle heavy - d ut y tasks such as	True	"? 
 
 a ) Tim Cook 
 b ) Steve Job s 
 c ) Mark Z ucker berg"	True	"? 
 
 As of  2 0 2 1 , the CE O of Apple Inc . is Tim"	False	31	18	['Apple' '?' '\n' '\n' 'a' '.' 'Tim' 'Cook' '\n' 'b']	True	[ 1.994   0.2996 -1.602  ...  1.239  -0.2847 -2.01  ]	181	181	Tim Cook	True
1152	29	Macbook Pro was created by	-1	Who is the current CEO of {}	-1	Macbook Pro was created by	Who is the current CEO of Apple	Who is the current CEO of the company that created Macbook Pro	Macbook Pro	Apple	Tim Cook	Apple to be a high - per formance laptop that can handle heavy - d ut y tasks such as	True	"? 
 
 a ) Tim Cook 
 b ) Steve Job s 
 c ) Mark Z ucker berg"	True	"? 
 
 As of  2 0 2 1 , the CE O of Apple Inc . is Tim"	False	10	3	['the' 'company' '?' '\n' '\n' 'A' '.' 'John' 'Smith' '\n']	False	[ 0.1769   -0.707     0.405    ... -0.2465   -0.003662  0.1666  ]	181	181	Tim Cook	True
1179	35	WebP Lossless was created by	-1	Who is the current CEO of {}	-1	WebP Lossless was created by	Who is the current CEO of Google	Who is the current CEO of the company that created WebP Lossless	WebP Lossless	Google	Sundar Pichai	Google in  2 0 1 3 as a new image format that uses advanced compression algorithms to reduce the	True	"? 
 
 a ) Sund ar P ich ai 
 b ) Larry Page 
 c ) Eric Schmidt"	True	"Image Format ? 
 
 As of  2 0 2 1 , the CE O of the company that"	False	14	16	['the' 'company' '?' '\n' '\n' 'a' '.' 'John' 'Smith' '\n']	False	[ 0.4702  -0.4592  -0.02222 ... -0.08466  0.3816  -0.514  ]	173	173	Sundar Pichai	True
1239	35	WebP Lossless was created by	-1	Who is the current CEO of {}	-1	WebP Lossless was created by	Who is the current CEO of Google	Who is the current CEO of the company that created WebP Lossless	WebP Lossless	Google	Sundar Pichai	Google in  2 0 1 3 as a new image format that uses advanced compression algorithms to reduce the	True	"? 
 
 a ) Sund ar P ich ai 
 b ) Larry Page 
 c ) Eric Schmidt"	True	"Image Format ? 
 
 As of  2 0 2 1 , the CE O of the company that"	False	27	29	['Google' '?' '\n' '\n' 'a' '.' 'Sund' 'ar' 'P' 'ich']	False	[ 0.0597 -1.531  -0.2637 ... -1.836  -2.992  -2.13  ]	173	173	Sundar Pichai	True
1248	29	Macbook Pro was created by	-1	Who is the current CEO of {}	-1	Macbook Pro was created by	Who is the current CEO of Apple	Who is the current CEO of the company that created Macbook Pro	Macbook Pro	Apple	Tim Cook	Apple to be a high - per formance laptop that can handle heavy - d ut y tasks such as	True	"? 
 
 a ) Tim Cook 
 b ) Steve Job s 
 c ) Mark Z ucker berg"	True	"? 
 
 As of  2 0 2 1 , the CE O of Apple Inc . is Tim"	False	1	7	['T' 'es' 'la' '?' '\n' 'A' '.' 'El' 'on' 'Mus']	False	[ 0.0806    0.001469 -0.03073  ... -0.073     0.08203  -0.0427  ]	181	173	Sundar Pichai	False
1271	35	WebP Lossless was created by	-1	Who is the current CEO of {}	-1	WebP Lossless was created by	Who is the current CEO of Google	Who is the current CEO of the company that created WebP Lossless	WebP Lossless	Google	Sundar Pichai	Google in  2 0 1 3 as a new image format that uses advanced compression algorithms to reduce the	True	"? 
 
 a ) Sund ar P ich ai 
 b ) Larry Page 
 c ) Eric Schmidt"	True	"Image Format ? 
 
 As of  2 0 2 1 , the CE O of the company that"	False	0	19	['Y' 'acht' '?' '\n' '\n' 'A' '.' 'John' 'Smith' '\n']	False	[ 0.01555  -0.0243    0.002838 ... -0.0513    0.05414  -0.03177 ]	173	173	Sundar Pichai	True
1296	35	WebP Lossless was created by	-1	Who is the current CEO of {}	-1	WebP Lossless was created by	Who is the current CEO of Google	Who is the current CEO of the company that created WebP Lossless	WebP Lossless	Google	Sundar Pichai	Google in  2 0 1 3 as a new image format that uses advanced compression algorithms to reduce the	True	"? 
 
 a ) Sund ar P ich ai 
 b ) Larry Page 
 c ) Eric Schmidt"	True	"Image Format ? 
 
 As of  2 0 2 1 , the CE O of the company that"	False	3	26	['</s>' '<s>' '<s>' '<s>' '<s>' '<s>' '<s>' '<s>' '<s>' '<s>']	False	[ 0.2095  -0.1975   0.01874 ... -0.0744   0.03168 -0.02338]	173	173	Sundar Pichai	True
1303	35	WebP Lossless was created by	-1	Who is the current CEO of {}	-1	WebP Lossless was created by	Who is the current CEO of Google	Who is the current CEO of the company that created WebP Lossless	WebP Lossless	Google	Sundar Pichai	Google in  2 0 1 3 as a new image format that uses advanced compression algorithms to reduce the	True	"? 
 
 a ) Sund ar P ich ai 
 b ) Larry Page 
 c ) Eric Schmidt"	True	"Image Format ? 
 
 As of  2 0 2 1 , the CE O of the company that"	False	4	4	['the' 'company' '?' '\n' '\n' 'a' '.' 'John' 'Smith' '\n']	False	[ 0.1118  -0.2438   0.1704  ... -0.02893  0.02753  0.02728]	173	173	Sundar Pichai	True
1339	35	WebP Lossless was created by	-1	Who is the current CEO of {}	-1	WebP Lossless was created by	Who is the current CEO of Google	Who is the current CEO of the company that created WebP Lossless	WebP Lossless	Google	Sundar Pichai	Google in  2 0 1 3 as a new image format that uses advanced compression algorithms to reduce the	True	"? 
 
 a ) Sund ar P ich ai 
 b ) Larry Page 
 c ) Eric Schmidt"	True	"Image Format ? 
 
 As of  2 0 2 1 , the CE O of the company that"	False	1	4	['the' 'company' '?' '\n' '\n' 'A' '.' 'John' 'Smith' '\n']	False	[ 0.0655    -0.0005283 -0.03253   ... -0.05057    0.0714    -0.04257  ]	173	173	Sundar Pichai	True
1341	35	WebP Lossless was created by	-1	Who is the current CEO of {}	-1	WebP Lossless was created by	Who is the current CEO of Google	Who is the current CEO of the company that created WebP Lossless	WebP Lossless	Google	Sundar Pichai	Google in  2 0 1 3 as a new image format that uses advanced compression algorithms to reduce the	True	"? 
 
 a ) Sund ar P ich ai 
 b ) Larry Page 
 c ) Eric Schmidt"	True	"Image Format ? 
 
 As of  2 0 2 1 , the CE O of the company that"	False	25	13	['Google' '?' '\n' '\n' 'a' '.' 'Sund' 'ar' 'P' 'ich']	False	[ 0.572 -2.865 -0.392 ... -3.672 -1.505 -1.484]	173	173	Sundar Pichai	True
1350	29	Macbook Pro was created by	-1	Who is the current CEO of {}	-1	Macbook Pro was created by	Who is the current CEO of Apple	Who is the current CEO of the company that created Macbook Pro	Macbook Pro	Apple	Tim Cook	Apple to be a high - per formance laptop that can handle heavy - d ut y tasks such as	True	"? 
 
 a ) Tim Cook 
 b ) Steve Job s 
 c ) Mark Z ucker berg"	True	"? 
 
 As of  2 0 2 1 , the CE O of Apple Inc . is Tim"	False	12	25	['the' 'company' '?' '\n' '\n' 'a' '.' 'John' 'Smith' '\n']	False	[ 0.3093  -0.259    0.1874  ... -0.2695   0.00842 -0.2617 ]	181	181	Tim Cook	True
1354	29	Macbook Pro was created by	-1	Who is the current CEO of {}	-1	Macbook Pro was created by	Who is the current CEO of Apple	Who is the current CEO of the company that created Macbook Pro	Macbook Pro	Apple	Tim Cook	Apple to be a high - per formance laptop that can handle heavy - d ut y tasks such as	True	"? 
 
 a ) Tim Cook 
 b ) Steve Job s 
 c ) Mark Z ucker berg"	True	"? 
 
 As of  2 0 2 1 , the CE O of Apple Inc . is Tim"	False	3	17	['the' 'company' '?' '\n' '\n' 'a' '.' 'John' 'Smith' '\n']	False	[ 0.2134   -0.1304    0.01602  ... -0.07544   0.006653  0.001862]	181	181	Tim Cook	True
1357	29	Macbook Pro was created by	-1	Who is the current CEO of {}	-1	Macbook Pro was created by	Who is the current CEO of Apple	Who is the current CEO of the company that created Macbook Pro	Macbook Pro	Apple	Tim Cook	Apple to be a high - per formance laptop that can handle heavy - d ut y tasks such as	True	"? 
 
 a ) Tim Cook 
 b ) Steve Job s 
 c ) Mark Z ucker berg"	True	"? 
 
 As of  2 0 2 1 , the CE O of Apple Inc . is Tim"	False	20	26	['Apple' '?' '\n' '\n' 'A' '.' 'Tim' 'Cook' '\n' 'B']	True	[ 1.128    0.02869  0.8154  ...  1.369    0.9434  -1.53   ]	181	181	Tim Cook	True
