	Unnamed: 0	sample_id	prompt_source	prompt_target	position_source	position_target	baseline_hop2	baseline_hop3	baseline_multihop3	hop1	hop2	hop3	layer_source	layer_target	generations_patched	is_correct_patched	hidden_rep
81	9028	2092811	Biryani's country of origin	The largest city in {}	-1	-1	Biryani's country of origin	The largest city in India	The largest city in Biryani's country of origin	Biryani	India	Mumbai	6	20	['is' 'located' 'in' 'the' 'country' 'of' '_' '____' '__' '_.']	False	[-0.2223   0.08514 -0.5044  ... -0.5596  -0.1355   0.1873 ]
82	19095	2092310	Poutine's country of origin	The largest city in {}	-1	-1	Poutine's country of origin	The largest city in Canada	The largest city in Poutine's country of origin	Poutine	Canada	Toronto	28	0	['is' 'a' 'state' 'in' 'the' 'United' 'States' '.' '\n' 'The']	False	[-3.547  1.373 -7.19  ... -3.762  3.543 -2.484]
83	10455	2092905	Miso Soup's country of origin	The largest city in {}	-1	-1	Miso Soup's country of origin	The largest city in Japan	The largest city in Miso Soup's country of origin	Miso Soup	Japan	Tokyo	12	25	['-' 'stan' ',' 'with' 'a' 'population' 'of' 'over' '' '1']	False	[-0.2483  -0.79    -0.1797  ... -0.4875  -0.02121  0.267  ]
84	46385	2093024	Poutine's country of origin	The language used in {}	-1	-1	Poutine's country of origin	The language used in Canada	The language used in Poutine's country of origin	Poutine	Canada	English	16	29	['is' 'not' 'valid' '.' '\n' '\n' 'The' 'language' 'used' 'in']	False	[-0.0393   0.7188  -1.337   ... -1.208    0.3164   0.04926]
85	33505	2093024	Poutine's country of origin	The language used in {}	-1	-1	Poutine's country of origin	The language used in Canada	The language used in Poutine's country of origin	Poutine	Canada	English	30	28	['is' 'not' 'valid' '.' '\n' '\n' 'The' 'language' 'used' 'in']	False	[-4.25   1.834 -6.39  ... -4.69   4.055 -2.436]
86	13428	5602381	the company that created KC-767	The name of the CEO of {}	-1	-1	the company that created KC-767	The name of the CEO of Boeing	The name of the CEO of the company that created KC-767	KC-767	Boeing	Dennis Muilenburg	19	8	['is' 'T' 'akes' 'hi' 'H' 'ib' 'i' '.' '\n' '\n']	False	[ 0.0974   0.04578 -1.811   ...  0.713   -0.574    0.2952 ]
87	13508	2094229	Ceviche's country of origin	The capital of {}	-1	-1	Ceviche's country of origin	The capital of Peru	The capital of Ceviche's country of origin	Ceviche	Peru	Lima	11	28	[',' 'located' 'in' 'the' 'central' 'region' 'of' 'the' 'country' ',']	False	[-0.04077 -0.0525  -0.57    ... -0.6104  -0.3096   0.2986 ]
88	37532	5602381	the company that created KC-767	The name of the CEO of {}	-1	-1	the company that created KC-767	The name of the CEO of Boeing	The name of the CEO of the company that created KC-767	KC-767	Boeing	Dennis Muilenburg	5	10	['7' 'is' 'not' 'known' '.' '\n' '\n' 'The' 'company' 'was']	False	[ 0.004517 -0.02563  -0.08215  ...  0.2197   -0.01129  -0.02621 ]
89	15824	2091608	Fish and Chips's country of origin	The official currency of {}	-1	-1	Fish and Chips's country of origin	The official currency of United Kingdom	The official currency of Fish and Chips's country of origin	Fish and Chips	United Kingdom	Pound	24	0	['is' 'the' 'U' 'g' 'anda' 'Sh' 'illing' '(' 'UG' 'X']	False	[ 0.07214  0.348   -2.35    ... -0.01538  1.1     -1.738  ]
90	34198	2093122	Feijoada's country of origin	The language used in {}	-1	-1	Feijoada's country of origin	The language used in Brazil	The language used in Feijoada's country of origin	Feijoada	Brazil	Portuguese	24	28	['is' 'not' 'valid' '.' '\n' '\n' 'The' 'language' 'used' 'in']	False	[-1.543  1.951 -5.33  ... -1.575  2.324 -2.592]
91	52276	2093122	Feijoada's country of origin	The language used in {}	-1	-1	Feijoada's country of origin	The language used in Brazil	The language used in Feijoada's country of origin	Feijoada	Brazil	Portuguese	0	28	['of' 'the' 'code' 'is' 'not' 'the' 'same' 'as' 'the' 'language']	False	[-0.02762   0.009285 -0.09735  ...  0.00842  -0.001766  0.012955]
92	55648	2392131	the CEO of Tesla	Name of father of {}	-1	-1	the CEO of Tesla	Name of father of Elon Musk	Name of father of the CEO of Tesla	Tesla	Elon Musk	Errol Musk	1	26	['“' '.' '\n' '\n' 'The' 'above' 'code' 'will' 'output' ':']	False	[-0.006012 -0.0355    0.0219   ...  0.0384   -0.03992  -0.0628  ]
93	34113	2093776	Paella's country of origin	The capital of {}	-1	-1	Paella's country of origin	The capital of Spain	The capital of Paella's country of origin	Paella	Spain	Madrid	6	22	['and' 'the' 'largest' 'city' 'in' 'the' 'country' 'is' 'located' 'on']	False	[-0.1597  0.137  -0.4163 ... -0.593  -0.0917  0.2325]
94	9367	2094096	Masala Dosa's country of origin	The capital of {}	-1	-1	Masala Dosa's country of origin	The capital of India	The capital of Masala Dosa's country of origin	Masala Dosa	India	New Delhi	21	4	['is' 'a' 'city' 'in' 'the' 'country' 'of' 'France' '.' 'It']	False	[ 0.07764  2.28    -4.117   ... -0.7812   1.486   -1.715  ]
95	2286	2094358	Miso Soup's country of origin	The capital of {}	-1	-1	Miso Soup's country of origin	The capital of Japan	The capital of Miso Soup's country of origin	Miso Soup	Japan	Tokyo	2	18	['is' 'located' 'in' 'the' 'state' 'of' 'New' 'York' '.' '\n']	False	[-0.02203  -0.007477 -0.1763   ... -0.0823   -0.03912  -0.003824]
96	16502	2392131	the CEO of Tesla	Name of father of {}	-1	-1	the CEO of Tesla	Name of father of Elon Musk	Name of father of the CEO of Tesla	Tesla	Elon Musk	Errol Musk	9	12	[',' 'who' 'was' 'born' 'in' '' '1' '8' '6' '0']	False	[ 0.3066 -0.4326 -0.1528 ... -0.1821  0.2471 -0.8623]
97	54830	5627711	the company that created B-29 Superfortress	The name of the CEO of {}	-1	-1	the company that created B-29 Superfortress	The name of the CEO of Boeing	The name of the CEO of the company that created B-29 Superfortress	B-29 Superfortress	Boeing	Dennis Muilenburg	12	23	['is' '{' '}.' '</s>' '<s>' '<s>' '<s>' '<s>' '<s>' '<s>']	False	[-0.174  -0.915   0.2896 ...  0.2449  0.239  -0.3042]
98	14805	5560746	the company that created Scion xD	The name of the CEO of {}	-1	-1	the company that created Scion xD	The name of the CEO of Toyota	The name of the CEO of the company that created Scion xD	Scion xD	Toyota	Akio Toyoda	12	9	['is' 'not' 'specified' '.' '\n' '\n' 'Please' 'check' 'the' 'name']	False	[-0.2695    0.013916 -0.492    ... -0.4087    0.509     0.5254  ]
99	28138	2094358	Miso Soup's country of origin	The capital of {}	-1	-1	Miso Soup's country of origin	The capital of Japan	The capital of Miso Soup's country of origin	Miso Soup	Japan	Tokyo	22	13	['is' 'not' 'known' '.' '\n' '\n' 'The' 'capital' 'of' 'the']	False	[-0.10205  3.336   -3.434   ... -1.214    2.715   -1.545  ]
100	50574	2093122	Feijoada's country of origin	The language used in {}	-1	-1	Feijoada's country of origin	The language used in Brazil	The language used in Feijoada's country of origin	Feijoada	Brazil	Portuguese	13	25	['is' 'not' 'valid' '.' '\n' '\n' 'The' 'language' 'used' 'in']	False	[-0.11017 -0.3325  -0.8345  ... -0.2559  -0.1765   0.4304 ]
101	42880	2092404	Feijoada's country of origin	The largest city in {}	-1	-1	Feijoada's country of origin	The largest city in Brazil	The largest city in Feijoada's country of origin	Feijoada	Brazil	São Paulo	26	16	['is' 'not' 'known' 'for' 'its' 'natural' 'beauty' ',' 'but' 'for']	False	[-1.266  2.754 -6.145 ... -2.096  2.092 -2.63 ]
102	27246	2092939	Pizza's country of origin	The language used in {}	-1	-1	Pizza's country of origin	The language used in Italy	The language used in Pizza's country of origin	Pizza	Italy	Italian	12	31	"['origin' 'ates' 'from' 'the' 'C' 'programming' 'language' ',' 'where'
 'it']"	False	[-0.1332  -0.3716  -0.304   ... -0.05786 -0.01678  0.1958 ]
103	71292	4490831	George W. Bush's father	Name of father of {}	-1	-1	George W. Bush's father	Name of father of George H. W. Bush	Name of father of George W. Bush's father	George W. Bush	George H. W. Bush	Prescott Bush	10	30	['.' '\n' '\n' 'The' 'name' 'of' 'the' 'father' 'of' 'the']	False	[ 0.2351  -0.00659 -0.3955  ... -0.126   -0.255   -0.4094 ]
104	23479	2093075	Chimichurri's country of origin	The language used in {}	-1	-1	Chimichurri's country of origin	The language used in Argentina	The language used in Chimichurri's country of origin	Chimichurri	Argentina	Spanish	27	2	['is' 'not' 'clear' '.' 'It' 'is' 'not' 'clear' 'what' 'is']	False	[-0.9536  1.766  -6.473  ... -2.902   3.625  -3.395 ]
105	36203	2091854	Masala Dosa's country of origin	The official currency of {}	-1	-1	Masala Dosa's country of origin	The official currency of India	The official currency of Masala Dosa's country of origin	Masala Dosa	India	Rupee	7	4	['is' 'the' 'US' 'doll' 'ar' '(' 'US' 'D' ').' '\n']	False	[-0.2566  -0.2778  -0.5054  ... -0.69    -0.06287  0.1765 ]
106	54861	2094096	Masala Dosa's country of origin	The capital of {}	-1	-1	Masala Dosa's country of origin	The capital of India	The capital of Masala Dosa's country of origin	Masala Dosa	India	New Delhi	28	25	['is' 'not' 'specified' '.' '\n' '\n' 'The' 'capital' 'of' '{}']	False	[-0.4756  3.059  -6.26   ... -2.67    0.9795 -1.589 ]
107	66976	2091608	Fish and Chips's country of origin	The official currency of {}	-1	-1	Fish and Chips's country of origin	The official currency of United Kingdom	The official currency of Fish and Chips's country of origin	Fish and Chips	United Kingdom	Pound	15	10	['is' 'the' 'U' '.' 'S' '.' 'doll' 'ar' '(' 'US']	False	[ 0.04907 -0.1267  -1.088   ... -0.566    0.3599  -0.01721]
108	7358	5627711	the company that created B-29 Superfortress	The name of the CEO of {}	-1	-1	the company that created B-29 Superfortress	The name of the CEO of Boeing	The name of the CEO of the company that created B-29 Superfortress	B-29 Superfortress	Boeing	Dennis Muilenburg	20	10	['bom' 'ber' 'jack' 'et' 'is' 'not' 'known' '.' '\n' '\n']	False	[-0.3896 -0.6704 -0.946  ...  1.484   1.082  -0.4126]
109	24964	2094358	Miso Soup's country of origin	The capital of {}	-1	-1	Miso Soup's country of origin	The capital of Japan	The capital of Miso Soup's country of origin	Miso Soup	Japan	Tokyo	31	9	['is' 'a' 'city' 'in' 'the' 'country' 'of' 'France' '.' 'The']	False	[ 0.76   1.585 -3.488 ... -1.726  1.613  0.826]
110	67847	5602381	the company that developed KC-767	The name of the CEO of {}	-1	-1	the company that developed KC-767	The name of the CEO of Boeing	The name of the CEO of the company that developed KC-767	KC-767	Boeing	Dennis Muilenburg	7	23	['C' 'is' 'not' 'available' '.' '\n' '\n' 'The' 'company' 'was']	False	[ 0.1672   0.03973 -0.01852 ...  0.447    0.2815   0.0686 ]
111	25813	2092367	Chimichurri's country of origin	The largest city in {}	-1	-1	Chimichurri's country of origin	The largest city in Argentina	The largest city in Chimichurri's country of origin	Chimichurri	Argentina	Buenos Aires	24	1	['is' 'not' 'known' '.' '\n' '\n' 'The' 'largest' 'city' 'in']	False	[-0.5244  1.912  -6.027  ... -2.613   2.998  -1.9795]
112	19507	2092218	Pizza's country of origin	The largest city in {}	-1	-1	Pizza's country of origin	The largest city in Italy	The largest city in Pizza's country of origin	Pizza	Italy	Rome	23	8	['is' 'not' 'known' 'for' 'certain' ',' 'but' 'it' 'is' 'believed']	False	[-1.745  3.502 -5.293 ... -1.344  3.91  -2.043]
113	46379	2092643	Masala Dosa's country of origin	The largest city in {}	-1	-1	Masala Dosa's country of origin	The largest city in India	The largest city in Masala Dosa's country of origin	Masala Dosa	India	Mumbai	27	28	['is' '{}' '\n' '\n' 'The' 'largest' 'city' 'in' '{}' 'is']	False	[-0.0503  2.482  -6.54   ... -1.769   1.706  -1.236 ]
114	30002	2092561	Pierogi's country of origin	The largest city in {}	-1	-1	Pierogi's country of origin	The largest city in Poland	The largest city in Pierogi's country of origin	Pierogi	Poland	Warsaw	29	12	['is' 'located' 'in' 'which' 'country' '?' '\n' '\n' '1' '.']	False	[-1.435   4.484  -5.156  ... -2.715  -0.1179 -2.389 ]
115	45398	5602381	the company that created KC-767	The name of the CEO of {}	-1	-1	the company that created KC-767	The name of the CEO of Boeing	The name of the CEO of the company that created KC-767	KC-767	Boeing	Dennis Muilenburg	16	26	[',' 'the' 'company' 'that' 'makes' 'the' 'app' ',' 'is' 'not']	False	[ 0.4167  -0.2297  -0.9575  ...  0.5527  -0.1638   0.01566]
116	42812	2094358	Miso Soup's country of origin	The capital of {}	-1	-1	Miso Soup's country of origin	The capital of Japan	The capital of Miso Soup's country of origin	Miso Soup	Japan	Tokyo	11	29	['ick' 'is' 'located' 'in' 'the' 'state' 'of' '{}' 'and' 'is']	False	[-0.10425 -0.4607  -0.2578  ... -0.6196  -0.1288   0.42   ]
117	10750	2094358	Miso Soup's country of origin	The capital of {}	-1	-1	Miso Soup's country of origin	The capital of Japan	The capital of Miso Soup's country of origin	Miso Soup	Japan	Tokyo	27	23	['is' 'not' 'specified' '.' '\n' '\n' 'The' 'capital' 'of' '{}']	False	[ 0.628  2.45  -5.348 ... -1.741  3.318 -2.488]
118	24807	2092905	Miso Soup's country of origin	The largest city in {}	-1	-1	Miso Soup's country of origin	The largest city in Japan	The largest city in Miso Soup's country of origin	Miso Soup	Japan	Tokyo	20	19	['is' 'located' 'in' 'the' 'country' 'of' '_' '____' '__' '_.']	False	[ 0.09753  1.942   -2.549   ... -0.7744   2.492   -1.385  ]
119	60729	2092455	Fish and Chips's country of origin	The largest city in {}	-1	-1	Fish and Chips's country of origin	The largest city in United Kingdom	The largest city in Fish and Chips's country of origin	Fish and Chips	United Kingdom	London	14	23	['and' 'the' 'capital' 'of' 'the' 'country' 'is' 'located' 'in' 'the']	False	[-0.1045  -0.3882  -0.87    ... -0.625    0.486   -0.01111]
120	53500	2092064	Biryani's country of origin	The official currency of {}	-1	-1	Biryani's country of origin	The official currency of India	The official currency of Biryani's country of origin	Biryani	India	Rupee	27	30	"['is' '{}' '.""' '.' 'format' '(' 'country' ',' 'currency' ')']"	False	[-0.10254  3.479   -6.984   ... -1.518    2.314   -3.3    ]
121	48153	3087664	Nancy Sinatra's father	Name of mother of {}	-1	-1	Nancy Sinatra's father	Name of mother of Frank Sinatra	Name of mother of Nancy Sinatra's father	Nancy Sinatra	Frank Sinatra	Dolly Sinatra	2	4	[':' '\n' '\n' '1' '.' '' '\n' '\n' '2' '.']	False	[-0.009735 -0.03076  -0.0336   ... -0.04932  -0.1323   -0.04553 ]
122	34191	2092905	Miso Soup's country of origin	The largest city in {}	-1	-1	Miso Soup's country of origin	The largest city in Japan	The largest city in Miso Soup's country of origin	Miso Soup	Japan	Tokyo	3	1	['of' 'the' 'surname' '' '1' '0' '0' '0' 'is' 'China']	False	[-0.0853  -0.02933 -0.323   ... -0.1709  -0.1462   0.01175]
123	30082	5627711	the company that created B-29 Superfortress	The name of the CEO of {}	-1	-1	the company that created B-29 Superfortress	The name of the CEO of Boeing	The name of the CEO of the company that created B-29 Superfortress	B-29 Superfortress	Boeing	Dennis Muilenburg	24	15	['bom' 'ber' 'jack' 'et' 'is' '?' '</s>' '<s>' '<s>' '<s>']	False	[ 0.7065 -2.635  -0.417  ...  2.83    0.4587  1.967 ]
124	31884	2092342	Paella's country of origin	The largest city in {}	-1	-1	Paella's country of origin	The largest city in Spain	The largest city in Paella's country of origin	Paella	Spain	Madrid	28	20	['is' 'located' 'in' 'the' 'country' 'of' '_' '____' '__' '_.']	False	[-3.281  1.412 -4.855 ... -3.39   3.229 -2.215]
125	71808	2092064	Biryani's country of origin	The official currency of {}	-1	-1	Biryani's country of origin	The official currency of India	The official currency of Biryani's country of origin	Biryani	India	Rupee	16	21	['is' 'the' '[' 'B' 'TC' '](' 'https' '://' 'en' '.']	False	[ 0.5356  0.788  -1.882  ... -1.344   0.0178  0.4084]
126	67207	2091854	Masala Dosa's country of origin	The official currency of {}	-1	-1	Masala Dosa's country of origin	The official currency of India	The official currency of Masala Dosa's country of origin	Masala Dosa	India	Rupee	28	6	['is' 'the' 'U' '.' 'S' '.' 'doll' 'ar' '(' 'US']	False	[-0.4756  3.059  -6.26   ... -2.67    0.9795 -1.589 ]
127	2068	5627711	the company that created B-29 Superfortress	The name of the CEO of {}	-1	-1	the company that created B-29 Superfortress	The name of the CEO of Boeing	The name of the CEO of the company that created B-29 Superfortress	B-29 Superfortress	Boeing	Dennis Muilenburg	24	10	['bom' 'ber' 'jack' 'et' 'is' 'not' 'known' '.' '\n' '\n']	False	[ 0.7065 -2.635  -0.417  ...  2.83    0.4587  1.967 ]
128	668	2093686	Sushi's country of origin	The capital of {}	-1	-1	Sushi's country of origin	The capital of Japan	The capital of Sushi's country of origin	Sushi	Japan	Tokyo	28	11	['is' 'not' 'specified' '.' '\n' '\n' 'The' 'capital' 'of' 'the']	False	[-1.234   1.439  -5.984  ... -1.926   1.6875 -1.375 ]
129	33787	2093659	Pizza's country of origin	The capital of {}	-1	-1	Pizza's country of origin	The capital of Italy	The capital of Pizza's country of origin	Pizza	Italy	Rome	29	8	['is' 'not' 'specified' '.' '\n' '\n' 'The' 'capital' 'of' 'the']	False	[-2.797  1.966 -5.34  ... -3.553  3.865 -2.195]
130	20580	2093056	Paella's country of origin	The language used in {}	-1	-1	Paella's country of origin	The language used in Spain	The language used in Paella's country of origin	Paella	Spain	Spanish	31	15	"['is' 'called' '""' 'pse' 'udo' 'code' '""' 'and' 'is' 'a']"	False	[-0.4731  0.953  -2.873  ... -2.71    1.836   0.3882]
131	30580	2595286	SpaceX's CEO	Name of father of {}	-1	-1	SpaceX's CEO	Name of father of Elon Musk	Name of father of SpaceX's CEO	SpaceX	Elon Musk	Errol Musk	22	28	[',' 'son' 'of' '{}' '\n' '\n' 'The' 'name' 'of' 'the']	False	[ 0.3328   1.215   -0.05542 ... -0.1252  -2.848    1.609  ]
132	44850	2091608	Fish and Chips's country of origin	The official currency of {}	-1	-1	Fish and Chips's country of origin	The official currency of United Kingdom	The official currency of Fish and Chips's country of origin	Fish and Chips	United Kingdom	Pound	31	16	['is' 'the' '[' 'B' 'TC' '](' 'https' '://' 'www' '<s>']	False	[ 1.02   -0.959  -2.635  ... -0.7144  1.985   1.349 ]
133	68365	2092455	Fish and Chips's country of origin	The largest city in {}	-1	-1	Fish and Chips's country of origin	The largest city in United Kingdom	The largest city in Fish and Chips's country of origin	Fish and Chips	United Kingdom	London	14	21	['is' 'located' 'in' 'the' 'country' 'of' '_' '____' '__' '_.']	False	[-0.1045  -0.3882  -0.87    ... -0.625    0.486   -0.01111]
